transition,term,abs_a,abs_b,pmio_a,pmio_b,pmio_diff,g2,direction,rank_aufsteiger,rank_absteiger
1930→1931,reaktionär,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,kranz,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ununterbrochen,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,vergünstigung,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,haag,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,viktoria,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,glaubensgenosse,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,direktion,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,außergewöhnlich,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,husar,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,vorgänger,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,offenheit,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ungerechtigkeit,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,beschränkung,11,2,41.32,15.14,-26.18,2.1175,Absteiger,8226,2495
1930→1931,ausführung,146,58,548.38,438.98,-109.4,2.12,Absteiger,8263,2494
1930→1931,maßlos,20,5,75.12,37.84,-37.28,2.135,Absteiger,8264,2489
1930→1931,kölner,20,5,75.12,37.84,-37.28,2.135,Absteiger,8264,2489
1930→1931,ausspruch,20,5,75.12,37.84,-37.28,2.135,Absteiger,8264,2489
1930→1931,höchst,20,5,75.12,37.84,-37.28,2.135,Absteiger,8264,2489
1930→1931,buchhandlung,20,5,75.12,37.84,-37.28,2.135,Absteiger,8264,2489
1930→1931,obwohl,75,27,281.7,204.35,-77.35,2.1456,Absteiger,8269,2488
1930→1931,ideal,36,11,135.22,83.25,-51.97,2.147,Absteiger,8270,2487
1930→1931,befassen,51,17,191.56,128.67,-62.89,2.1489,Absteiger,8271,2486
1930→1931,sprache,56,19,210.34,143.8,-66.54,2.1756,Absteiger,8272,2485
1930→1931,berücksichtigen,31,9,116.44,68.12,-48.32,2.1965,Absteiger,8273,2483
1930→1931,opfern,31,9,116.44,68.12,-48.32,2.1965,Absteiger,8273,2483
1930→1931,august,133,52,499.55,393.57,-105.98,2.1983,Absteiger,8275,2482
1930→1931,mehrfach,23,6,86.39,45.41,-40.98,2.211,Absteiger,8276,2478
1930→1931,wirtschaften,23,6,86.39,45.41,-40.98,2.211,Absteiger,8276,2478
1930→1931,billigen,23,6,86.39,45.41,-40.98,2.211,Absteiger,8276,2478
1930→1931,wein,23,6,86.39,45.41,-40.98,2.211,Absteiger,8276,2478
1930→1931,helfen,187,76,702.38,575.21,-127.17,2.2158,Absteiger,8280,2477
1930→1931,folgend,310,132,1164.37,999.05,-165.32,2.2166,Absteiger,8281,2476
1930→1931,fall,457,200,1716.5,1513.72,-202.78,2.2377,Absteiger,8282,2475
1930→1931,denkend,44,14,165.27,105.96,-59.31,2.254,Absteiger,8283,2472
1930→1931,erwachen,44,14,165.27,105.96,-59.31,2.254,Absteiger,8283,2472
1930→1931,vorfall,44,14,165.27,105.96,-59.31,2.254,Absteiger,8283,2472
1930→1931,gesamt,165,66,619.74,499.53,-120.21,2.2589,Absteiger,8286,2471
1930→1931,endgültig,54,18,202.83,136.23,-66.6,2.2753,Absteiger,8287,2469
1930→1931,besitzer,54,18,202.83,136.23,-66.6,2.2753,Absteiger,8287,2469
1930→1931,beantragen,71,25,266.68,189.21,-77.47,2.2929,Absteiger,8289,2467
1930→1931,mitteilung,71,25,266.68,189.21,-77.47,2.2929,Absteiger,8289,2467
1930→1931,schätzen,26,7,97.66,52.98,-44.68,2.2996,Absteiger,8291,2466
1930→1931,meinung,179,72,672.33,544.94,-127.39,2.3329,Absteiger,8292,2465
1930→1931,sämtlich,76,27,285.46,204.35,-81.11,2.3401,Absteiger,8293,2464
1930→1931,verurteilen,118,45,443.21,340.59,-102.62,2.3465,Absteiger,8294,2463
1930→1931,bevölkerung,125,48,469.5,363.29,-106.21,2.3661,Absteiger,8295,2462
1930→1931,amtsführung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,markieren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,studium,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,erstrecken,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,young,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,chaiselongue,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,klosterkaserne,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,ersatzteil,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,fortführung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,mischpoche,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,verehren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,kerker,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,erteilung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,passiv,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,türmen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,entstellung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,innerpolitisch,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,därme,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,anfertigen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,prälat,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,verscherzen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,aufreizung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,bekanntgabe,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,beugen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,hamkenstraße,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,hebamme,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zugelassen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,scheinheilig,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,befangen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,galizisch,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,rühmen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,mürbe,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,stöhnen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,machtvoll,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,merkwürdige,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,rausch,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,blutend,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,wehrmacht,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,mädchenhändler,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,atem,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,bühnenbild,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zuteilen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,rütteln,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,unbedeutend,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,beanstandet,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,anhängig,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zitieren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,bewerben,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,finanzverwaltung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,wettern,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,kürzester,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zweieinhalb,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,parkstraße,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,unersättlich,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,übereinstimmend,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,rekrut,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,schweizer,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,geistreich,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,wehrpflicht,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,resolution,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,hieb,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,schlußwort,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,erwehren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,geschäftsjahr,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,lebenszeit,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,raffiniert,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,kardinal,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,pflaume,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,einlieferung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zürich,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,fahrwasser,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zuwiderhandlung,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,emaille,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,seinerseits,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,versteigern,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,bess,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,rubel,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,aufsichtsbehörde,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,ungemein,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,aufziehen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,fungieren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,stammbuch,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,angewachsen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,vorfahre,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,dümm,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,abgeschlossen,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,angeboten,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,konstruieren,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,paracelsus,8,1,30.05,7.57,-22.48,2.3759,Absteiger,8296,2373
1930→1931,zustande,29,8,108.92,60.55,-48.37,2.3967,Absteiger,8385,2370
1930→1931,einlegen,29,8,108.92,60.55,-48.37,2.3967,Absteiger,8385,2370
1930→1931,beliebt,29,8,108.92,60.55,-48.37,2.3967,Absteiger,8385,2370
1930→1931,handeln,277,116,1040.42,877.96,-162.46,2.4123,Absteiger,8388,2369
1930→1931,auftrag,74,26,277.95,196.78,-81.17,2.4171,Absteiger,8389,2368
1930→1931,klagen,37,11,138.97,83.25,-55.72,2.4261,Absteiger,8390,2364
1930→1931,rahmen,37,11,138.97,83.25,-55.72,2.4261,Absteiger,8390,2364
1930→1931,bewusst,37,11,138.97,83.25,-55.72,2.4261,Absteiger,8390,2364
1930→1931,einverstanden,37,11,138.97,83.25,-55.72,2.4261,Absteiger,8390,2364
1930→1931,unfähigkeit,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,aufdecken,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,einschreiten,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,gedicht,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,übersteigen,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,vorgeschrieben,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,vereinigen,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,schamlos,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,sauberkeit,18,4,67.61,30.27,-37.34,2.4739,Absteiger,8394,2355
1930→1931,soweit,98,36,368.09,272.47,-95.62,2.4897,Absteiger,8403,2354
1930→1931,judenschaft,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,unmöglichkeit,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,rückkehr,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,produkt,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,verkehren,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,zusammenarbeit,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,ermäßigung,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,massenversammlung,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,strafgesetzbuch,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,verhöhnung,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,nötigen,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,staatsgerichtshof,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,goldstraße,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,gerissen,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,oskar,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,aufsicht,15,3,56.34,22.71,-33.63,2.4908,Absteiger,8404,2338
1930→1931,reichswehr,32,9,120.19,68.12,-52.07,2.4998,Absteiger,8420,2334
1930→1931,erhöht,32,9,120.19,68.12,-52.07,2.4998,Absteiger,8420,2334
1930→1931,fällen,32,9,120.19,68.12,-52.07,2.4998,Absteiger,8420,2334
1930→1931,fortsetzen,32,9,120.19,68.12,-52.07,2.4998,Absteiger,8420,2334
1930→1931,rechtsanwälte,21,5,78.88,37.84,-41.04,2.5044,Absteiger,8424,2331
1930→1931,vormittag,21,5,78.88,37.84,-41.04,2.5044,Absteiger,8424,2331
1930→1931,krass,21,5,78.88,37.84,-41.04,2.5044,Absteiger,8424,2331
1930→1931,begrüßen,55,18,206.58,136.23,-70.35,2.5105,Absteiger,8427,2330
1930→1931,gerecht,84,30,315.51,227.06,-88.45,2.5128,Absteiger,8428,2329
1930→1931,ausgerechnet,45,14,169.02,105.96,-63.06,2.5129,Absteiger,8429,2328
1930→1931,mindestens,60,20,225.36,151.37,-73.99,2.5282,Absteiger,8430,2325
1930→1931,landgericht,60,20,225.36,151.37,-73.99,2.5282,Absteiger,8430,2325
1930→1931,vorschlag,60,20,225.36,151.37,-73.99,2.5282,Absteiger,8430,2325
1930→1931,energisch,40,12,150.24,90.82,-59.42,2.5436,Absteiger,8433,2324
1930→1931,stimmen,103,38,386.87,287.61,-99.26,2.5484,Absteiger,8434,2323
1930→1931,erich,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,laufend,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,erfassen,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,zeitpunkt,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,garten,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,generation,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,gestellt,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,ernstlich,24,6,90.14,45.41,-44.73,2.5621,Absteiger,8435,2315
1930→1931,beweisaufnahme,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,proz,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,jüngling,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,parteifreund,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,deuten,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,geburtstag,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,andrang,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,planen,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,konsumgenossenschaft,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,reichsrat,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,herzlichst,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,schuldner,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,einigkeit,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,verhetzung,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,linke,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,schuldenlast,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,gemeinwesen,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,belästigen,12,2,45.07,15.14,-29.93,2.6026,Absteiger,8443,2297
1930→1931,kommentar,35,10,131.46,75.69,-55.77,2.6071,Absteiger,8461,2296
1930→1931,verantwortung,108,40,405.65,302.74,-102.91,2.6081,Absteiger,8462,2295
1930→1931,ferner,94,34,353.07,257.33,-95.74,2.6177,Absteiger,8463,2294
1930→1931,firma,237,97,890.18,734.15,-156.03,2.6249,Absteiger,8464,2293
1930→1931,bestimmung,53,17,199.07,128.67,-70.4,2.6293,Absteiger,8465,2292
1930→1931,vorgang,48,15,180.29,113.53,-66.76,2.636,Absteiger,8466,2291
1930→1931,ernst,170,67,638.52,507.1,-131.42,2.6365,Absteiger,8467,2290
1930→1931,erfordern,27,7,101.41,52.98,-48.43,2.6367,Absteiger,8468,2287
1930→1931,frechheit,27,7,101.41,52.98,-48.43,2.6367,Absteiger,8468,2287
1930→1931,unterer,27,7,101.41,52.98,-48.43,2.6367,Absteiger,8468,2287
1930→1931,familie,129,49,484.53,370.86,-113.67,2.6374,Absteiger,8471,2286
1930→1931,reklame,43,13,161.51,98.39,-63.12,2.6625,Absteiger,8472,2284
1930→1931,post,43,13,161.51,98.39,-63.12,2.6625,Absteiger,8472,2284
1930→1931,entwicklung,80,28,300.48,211.92,-88.56,2.6661,Absteiger,8474,2283
1930→1931,beweisen,143,55,537.11,416.27,-120.84,2.6756,Absteiger,8475,2282
1930→1931,bürgermeister,68,23,255.41,174.08,-81.33,2.6805,Absteiger,8476,2281
1930→1931,kollegie,38,11,142.73,83.25,-59.48,2.7176,Absteiger,8477,2280
1930→1931,eingreifen,30,8,112.68,60.55,-52.13,2.7228,Absteiger,8478,2277
1930→1931,kino,30,8,112.68,60.55,-52.13,2.7228,Absteiger,8478,2277
1930→1931,anerkennung,30,8,112.68,60.55,-52.13,2.7228,Absteiger,8478,2277
1930→1931,hierzu,61,20,229.12,151.37,-77.75,2.7629,Absteiger,8481,2276
1930→1931,halb,109,40,409.41,302.74,-106.67,2.7865,Absteiger,8482,2275
1930→1931,ausführen,71,24,266.68,181.65,-85.03,2.8068,Absteiger,8483,2274
1930→1931,fast,243,99,912.71,749.29,-163.42,2.814,Absteiger,8484,2273
1930→1931,wucher,33,9,123.95,68.12,-55.83,2.8168,Absteiger,8485,2271
1930→1931,schmidt,33,9,123.95,68.12,-55.83,2.8168,Absteiger,8485,2271
1930→1931,neumarkt,100,36,375.6,272.47,-103.13,2.861,Absteiger,8487,2270
1930→1931,sämtlicher,93,33,349.31,249.76,-99.55,2.8824,Absteiger,8488,2269
1930→1931,großbank,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,zweckmäßig,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,verdient,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,begeisterung,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,irgendwelch,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,staatsanwaltschaftsrat,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,indirekt,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,ebensowenig,19,4,71.36,30.27,-41.09,2.8883,Absteiger,8489,2261
1930→1931,blutig,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,auseinandersetzung,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,einblick,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,schauspieler,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,frühstück,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,wien,22,5,82.63,37.84,-44.79,2.8922,Absteiger,8497,2255
1930→1931,insbesondere,69,23,259.17,174.08,-85.09,2.9075,Absteiger,8503,2254
1930→1931,organ,133,50,499.55,378.43,-121.12,2.9168,Absteiger,8504,2253
1930→1931,fühlen,140,53,525.84,401.14,-124.7,2.9294,Absteiger,8505,2252
1930→1931,wahren,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,tagesordnung,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,brav,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,spezialität,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,zeichnen,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,beklagen,25,6,93.9,45.41,-48.49,2.9299,Absteiger,8506,2246
1930→1931,durchsichtig,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,unterricht,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,hausbesitzer,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,hochachtung,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,objekt,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,bezahlt,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,demokrat,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,spielzeit,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,untergraben,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,denkbar,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,apotheker,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,österreichisch,16,3,60.1,22.71,-37.39,2.9428,Absteiger,8512,2234
1930→1931,änderung,44,13,165.27,98.39,-66.88,2.9455,Absteiger,8524,2232
1930→1931,einsehen,44,13,165.27,98.39,-66.88,2.9455,Absteiger,8524,2232
1930→1931,borgen,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,festigen,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,krankenhause,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,birke,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,berater,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,stattgeben,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,eigenhändig,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,verlegenheit,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,zuteil,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,pumpernickel,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,pass,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,finanznot,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,hasebrücke,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,geschmacklosigkeit,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,freigabe,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,zuschauerraum,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,strafmaß,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,erkennbar,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,volksmasse,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,notabene,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,beiwohnen,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,handlanger,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,sondersteuer,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,fortgesetzt,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,kassierer,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,königlich,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,faschismus,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,besoldung,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
1930→1931,nichtssagend,9,1,33.8,7.57,-26.23,2.9591,Absteiger,8526,2170
