year,lemma,abs,per_million
1929,herr,976,7903.09
1929,deutsch,950,7692.56
1929,osnabrück,729,5903.03
1929,volk,494,4000.13
1929,stadt,483,3911.06
1929,jude,454,3676.23
1929,lassen,420,3400.92
1929,stehen,328,2655.96
1929,wissen,328,2655.96
1929,mark,319,2583.08
1929,deutschland,306,2477.81
1929,jüdisch,292,2364.45
1929,frau,275,2226.79
1929,sehen,257,2081.04
1929,bringen,256,2072.94
1929,schierbaum,251,2032.45
1929,osnabrücker,244,1975.77
1929,letzter,243,1967.68
1929,million,241,1951.48
1929,mann,239,1935.29
1929,geld,227,1838.12
1929,nehmen,225,1821.92
1929,preis,223,1805.73
1929,leben,220,1781.43
1929,schreiben,219,1773.34
1929,mensch,215,1740.95
1929,stellen,214,1732.85
1929,arbeit,214,1732.85
1929,finden,212,1716.65
1929,frei,210,1700.46
1929,geben,208,1684.27
1929,stelle,206,1668.07
1929,unser,201,1627.58
1929,müssen,199,1611.39
1929,leute,198,1603.29
1929,partei,194,1570.9
1929,hoch,193,1562.8
1929,straße,191,1546.61
1929,bleiben,191,1546.61
1929,sagen,185,1498.02
1929,billig,185,1498.02
1929,grund,182,1473.73
1929,liegen,181,1465.63
1929,erhalten,181,1465.63
1929,berlin,179,1449.44
1929,glauben,178,1441.34
1929,arbeiter,177,1433.24
1929,halten,175,1417.05
1929,name,175,1417.05
1929,zeitung,172,1392.76
1929,groß,170,1376.56
1929,seite,169,1368.47
1929,wort,167,1352.27
1929,presse,167,1352.27
1929,bekommen,166,1344.17
1929,fall,164,1327.98
1929,führen,153,1238.91
1929,staat,153,1238.91
1929,beamter,151,1222.71
1929,haus,144,1166.03
1929,kind,141,1141.74
1929,verlangen,141,1141.74
1929,frage,141,1141.74
1929,welt,139,1125.54
1929,nennen,137,1109.35
1929,land,135,1093.15
1929,reich,134,1085.06
1929,öffentlich,133,1076.96
1929,politisch,133,1076.96
1929,denken,132,1068.86
1929,magistrat,132,1068.86
1929,folgend,132,1068.86
1929,arzt,132,1068.86
1929,telefon,131,1060.76
1929,kosten,131,1060.76
1929,hand,129,1044.57
1929,sache,128,1036.47
1929,voll,126,1020.28
1929,schön,125,1012.18
1929,kaufen,125,1012.18
1929,gesetz,124,1004.08
1929,schwer,123,995.98
1929,prozent,123,995.98
1929,interesse,123,995.98
1929,sprechen,122,987.89
1929,sonntag,120,971.69
1929,erklären,120,971.69
1929,artikel,120,971.69
1929,anzeige,119,963.59
1929,arbeiten,119,963.59
1929,oberbürgermeister,117,947.4
1929,gehören,116,939.3
1929,republik,115,931.2
1929,bezahlen,113,915.01
1929,stark,112,906.91
1929,einfach,112,906.91
1929,woche,112,906.91
1929,bürger,112,906.91
1929,mittelstand,111,898.81
1929,regierung,110,890.72
1929,deutsche,110,890.72
1929,nummer,109,882.62
1929,brauchen,109,882.62
1929,firma,108,874.52
1929,genau,107,866.42
1929,fest,107,866.42
1929,erscheinen,106,858.33
1929,lesen,105,850.23
1929,kampf,104,842.13
1929,kennen,104,842.13
1929,leser,104,842.13
1929,übernehmen,103,834.04
1929,geschäft,103,834.04
1929,empfehlen,103,834.04
1929,zeigen,102,825.94
1929,städtisch,102,825.94
1929,berliner,101,817.84
1929,handeln,101,817.84
1929,übrig,100,809.74
1929,leisten,100,809.74
1929,tragen,99,801.65
1929,monat,99,801.65
1929,nationalsozialist,97,785.45
1929,verschieden,97,785.45
1929,zahlen,97,785.45
1929,verstehen,96,777.35
1929,international,95,769.26
1929,weise,95,769.26
1929,steuer,95,769.26
1929,verlag,94,761.16
1929,anderer,93,753.06
1929,hören,93,753.06
1929,hiesig,93,753.06
1929,christlich,92,744.96
1929,fallen,92,744.96
1929,auge,91,736.87
1929,bestimmt,90,728.77
1929,setzen,89,720.67
1929,sogar,89,720.67
1929,gewiß,89,720.67
1929,bank,89,720.67
1929,wirtschaft,89,720.67
1929,helfen,87,704.48
1929,blatt,87,704.48
1929,vertreter,87,704.48
1929,bekannt,86,696.38
1929,eigentlich,86,696.38
1929,nächster,86,696.38
1929,schaffen,86,696.38
1929,meinung,85,688.28
1929,krieg,85,688.28
1929,kommen,85,688.28
1929,suchen,85,688.28
1929,gleich,84,680.18
1929,wirtschaftlich,84,680.18
1929,kopf,84,680.18
1929,gott,84,680.18
1929,sinn,84,680.18
1929,sicher,84,680.18
1929,treiben,83,672.09
1929,treten,83,672.09
1929,zustand,83,672.09
1929,tatsache,83,672.09
1929,führer,82,663.99
1929,ernst,82,663.99
1929,schuld,82,663.99
1929,stresemann,81,655.89
1929,scheinen,81,655.89
1929,zweck,81,655.89
1929,fast,80,647.79
1929,derartig,80,647.79
1929,hilferding,78,631.6
1929,warenhaus,78,631.6
1929,ziehen,78,631.6
1929,bestimmen,77,623.5
1929,erfolg,77,623.5
1929,nämlich,77,623.5
1929,person,77,623.5
1929,können,77,623.5
1929,geschehen,77,623.5
1929,angestellter,77,623.5
1929,annehmen,76,615.4
1929,kollege,76,615.4
1929,ding,76,615.4
1929,persönlich,75,607.31
1929,geist,75,607.31
1929,krankheit,75,607.31
1929,tausend,74,599.21
1929,jung,74,599.21
1929,einzig,73,591.11
1929,schnell,73,591.11
1929,versuchen,72,583.01
1929,reichstag,72,583.01
1929,fahren,72,583.01
1929,allgemeinheit,72,583.01
1929,milliarde,72,583.01
1929,buch,72,583.01
1929,heinr,72,583.01
1929,reichspfennig,71,574.92
1929,wahrheit,71,574.92
1929,heutig,71,574.92
1929,minister,71,574.92
1929,täglich,71,574.92
1929,ecke,71,574.92
1929,tageblatt,71,574.92
1929,stets,71,574.92
1929,wert,71,574.92
1929,ebenfalls,71,574.92
1929,geschichte,70,566.82
1929,nötig,70,566.82
1929,stück,70,566.82
1929,verdienen,70,566.82
1929,liefern,70,566.82
1929,bürgervorsteher,70,566.82
1929,volke,69,558.72
1929,aufgabe,69,558.72
1929,wille,69,558.72
1929,lage,68,550.63
1929,fehlen,68,550.63
1929,dürfen,68,550.63
1929,notwendig,68,550.63
1929,wohnung,68,550.63
1929,august,67,542.53
1929,verkaufen,67,542.53
1929,gesamt,67,542.53
1929,christ,67,542.53
1929,inflation,66,534.43
1929,sozialdemokratisch,66,534.43
1929,wasser,66,534.43
1929,kreis,66,534.43
1929,sorgen,66,534.43
1929,folgen,65,526.33
1929,gehen,65,526.33
1929,wahl,65,526.33
1929,zeit,65,526.33
1929,sofort,65,526.33
1929,organ,64,518.24
1929,verlieren,64,518.24
1929,national,64,518.24
1929,erfahren,64,518.24
1929,rein,64,518.24
1929,mitglied,64,518.24
1929,zahl,64,518.24
1929,kraft,64,518.24
1929,fragen,64,518.24
1929,monatlich,63,510.14
1929,selbstverständlich,63,510.14
1929,genosse,63,510.14
1929,anfrage,63,510.14
1929,zukunft,63,510.14
1929,kurz,63,510.14
1929,kranke,63,510.14
1929,jedenfalls,63,510.14
1929,allgemein,63,510.14
1929,völlig,63,510.14
1929,wahrscheinlich,63,510.14
1929,stadtwächter,63,510.14
1929,lang,62,502.04
1929,feststellen,62,502.04
1929,zwingen,62,502.04
1929,johannisstraße,62,502.04
1929,werfen,61,493.94
1929,früh,61,493.94
1929,befinden,61,493.94
1929,wagen,61,493.94
1929,geschäftsstelle,60,485.85
1929,klar,60,485.85
1929,werk,60,485.85
1929,beweisen,60,485.85
1929,behaupten,60,485.85
1929,platz,60,485.85
1929,gesund,60,485.85
1929,preiswert,60,485.85
1929,vorhanden,59,477.75
1929,legen,59,477.75
1929,reihe,59,477.75
1929,sitzen,59,477.75
1929,meister,59,477.75
1929,reformmedizin,59,477.75
1929,bilden,59,477.75
1929,bankier,58,469.65
1929,ansehen,58,469.65
1929,folge,58,469.65
1929,pflicht,58,469.65
1929,betragen,58,469.65
1929,wählen,58,469.65
1929,bedeuten,58,469.65
1929,schlagen,58,469.65
1929,erreichen,58,469.65
1929,pfund,58,469.65
1929,heinrich,57,461.55
1929,besitzen,57,461.55
1929,bezeichnen,57,461.55
1929,ablehnen,57,461.55
1929,form,57,461.55
1929,bestehen,57,461.55
1929,entstehen,57,461.55
1929,öffentlichkeit,57,461.55
1929,rede,56,453.46
1929,behörde,56,453.46
1929,wahr,56,453.46
1929,einzeln,56,453.46
1929,dame,56,453.46
1929,erkennen,55,445.36
1929,vergessen,55,445.36
1929,beitrag,55,445.36
1929,schließlich,55,445.36
1929,verkehrsdirektor,55,445.36
1929,behandeln,54,437.26
1929,sozial,54,437.26
1929,leistung,54,437.26
1929,freund,54,437.26
1929,vollkommen,53,429.16
1929,steuerzahler,53,429.16
1929,gelten,53,429.16
1929,unbedingt,53,429.16
1929,behandlung,53,429.16
1929,warten,53,429.16
1929,bewilligen,53,429.16
1929,amerika,52,421.07
1929,beziehen,52,421.07
1929,antwort,52,421.07
1929,halb,52,421.07
1929,lieb,52,421.07
1929,system,52,421.07
1929,verantwortung,52,421.07
1929,ausführung,52,421.07
1929,mittel,52,421.07
1929,begreifen,52,421.07
1929,fordern,52,421.07
1929,familie,52,421.07
1929,besonderer,52,421.07
1929,ausgabe,51,412.97
1929,hannover,51,412.97
1929,falsch,51,412.97
1929,gebiet,51,412.97
1929,jeder,51,412.97
1929,gering,51,412.97
1929,mitteilen,51,412.97
1929,erforderlich,51,412.97
1929,abgeordneter,51,412.97
1929,hilfe,51,412.97
1929,erleben,51,412.97
1929,ziel,51,412.97
1929,pfennig,51,412.97
1929,rathause,51,412.97
1929,ordnung,50,404.87
1929,volksbegehren,50,404.87
1929,trotz,50,404.87
1929,veröffentlichen,50,404.87
1929,theater,50,404.87
1929,leiden,50,404.87
1929,november,50,404.87
1929,antrag,49,396.77
1929,stunde,49,396.77
1929,wichtig,49,396.77
1929,verhältnis,49,396.77
1929,mehrere,49,396.77
1929,herz,49,396.77
1929,verfügung,49,396.77
1929,angeblich,49,396.77
1929,bild,49,396.77
1929,ausland,49,396.77
1929,ruhig,49,396.77
1929,anscheinend,49,396.77
1929,sogenannter,48,388.68
1929,spielen,48,388.68
1929,richten,48,388.68
1929,gegner,48,388.68
1929,herrschaft,48,388.68
1929,stimme,48,388.68
1929,leserschaft,48,388.68
1929,vertreten,48,388.68
1929,boden,48,388.68
1929,stellung,48,388.68
1929,licht,48,388.68
1929,winter,48,388.68
1929,gewähr,47,380.58
1929,bevölkerung,47,380.58
1929,preußisch,47,380.58
1929,überall,47,380.58
1929,volkszeitung,47,380.58
1929,redaktion,47,380.58
1929,sterben,47,380.58
1929,betrag,47,380.58
1929,heraus,47,380.58
1929,raum,47,380.58
1929,niemals,47,380.58
1929,umstand,46,372.48
1929,juli,46,372.48
1929,richtig,46,372.48
1929,sämtlicher,46,372.48
1929,bauer,46,372.48
1929,nähe,46,372.48
1929,qualität,46,372.48
1929,heimat,46,372.48
1929,vertrauen,46,372.48
1929,moralisch,46,372.48
1929,linie,46,372.48
1929,schaden,46,372.48
1929,bitten,46,372.48
1929,bürgerschaft,46,372.48
1929,schriftleiter,45,364.38
1929,tatsächlich,45,364.38
1929,selber,45,364.38
1929,wenden,45,364.38
1929,berichten,45,364.38
1929,polizei,45,364.38
1929,gelegenheit,45,364.38
1929,dorf,45,364.38
1929,briefkasten,45,364.38
1929,lediglich,45,364.38
1929,direktor,45,364.38
1929,beschäftigen,45,364.38
1929,möglichkeit,45,364.38
1929,liste,45,364.38
1929,liebe,44,356.29
1929,vaterland,44,356.29
1929,erfüllen,44,356.29
1929,geradezu,44,356.29
1929,schicksal,44,356.29
1929,ansicht,44,356.29
1929,soviel,44,356.29
1929,schließen,44,356.29
1929,rechnen,44,356.29
1929,verein,44,356.29
1929,reden,44,356.29
1929,ferner,44,356.29
1929,erfolgen,43,348.19
1929,hoffentlich,43,348.19
1929,freiheit,43,348.19
1929,gefahr,43,348.19
1929,fühlen,43,348.19
1929,interessieren,43,348.19
1929,gesellschaft,43,348.19
1929,patient,43,348.19
1929,bekanntlich,43,348.19
1929,wünschen,43,348.19
1929,schule,43,348.19
1929,lieferung,43,348.19
1929,kommend,43,348.19
1929,erklärung,43,348.19
1929,republikanisch,42,340.09
1929,erheben,42,340.09
1929,französisch,42,340.09
1929,freude,42,340.09
1929,günstig,42,340.09
1929,schlecht,42,340.09
1929,bitte,42,340.09
1929,vorig,42,340.09
1929,beginnen,42,340.09
1929,staatsmedizin,42,340.09
1929,bieten,42,340.09
1929,brot,42,340.09
1929,sein,42,340.09
1929,erde,42,340.09
1929,sorge,41,331.99
1929,brief,41,331.99
1929,geehrt,41,331.99
1929,kritik,41,331.99
1929,sozialistisch,41,331.99
1929,abends,41,331.99
1929,sozialdemokrat,41,331.99
1929,publikum,41,331.99
1929,verkauf,41,331.99
1929,unterstützung,41,331.99
1929,jährlich,41,331.99
1929,anständig,41,331.99
1929,band,41,331.99
1929,öffnen,41,331.99
1929,posten,40,323.9
1929,dienen,40,323.9
1929,teilen,40,323.9
1929,stimmen,40,323.9
1929,angelegenheit,40,323.9
1929,vermögen,40,323.9
1929,verschwinden,40,323.9
1929,annahme,40,323.9
1929,auftrag,40,323.9
1929,beantworten,40,323.9
1929,plan,40,323.9
1929,anfang,40,323.9
1929,forderung,40,323.9
1929,ehre,40,323.9
1929,kämpfen,40,323.9
1929,feind,40,323.9
1929,gedanke,40,323.9
1929,bürgertum,40,323.9
1929,dezember,40,323.9
1929,youngplan,40,323.9
1929,jahrgang,39,315.8
1929,freuen,39,315.8
1929,wirken,39,315.8
1929,urteil,39,315.8
1929,bericht,39,315.8
1929,brechen,39,315.8
1929,ähnlich,39,315.8
1929,rufen,39,315.8
1929,reichsbanner,39,315.8
1929,unternehmen,39,315.8
1929,reparatur,39,315.8
1929,hase,39,315.8
1929,masse,38,307.7
1929,nation,38,307.7
1929,finanziell,38,307.7
1929,schluß,38,307.7
1929,krank,38,307.7
1929,unmöglich,38,307.7
1929,laterne,38,307.7
1929,entscheiden,38,307.7
1929,herrschen,38,307.7
1929,sozialdemokratie,38,307.7
1929,bedeutung,38,307.7
1929,inserat,38,307.7
1929,auswahl,38,307.7
1929,erscheint,37,299.6
1929,manuskript,37,299.6
1929,zurückgesandt,37,299.6
1929,postscheckkonto,37,299.6
1929,zimmer,37,299.6
1929,zeichen,37,299.6
1929,geistig,37,299.6
1929,dringend,37,299.6
1929,bauen,37,299.6
1929,fernruf,37,299.6
1929,geschäftsmann,37,299.6
1929,handwerker,37,299.6
1929,meinen,37,299.6
1929,gehalt,37,299.6
1929,fortsetzung,37,299.6
1929,sächsisch,37,299.6
1929,erinnern,37,299.6
1929,anleihe,37,299.6
1929,wohnen,37,299.6
1929,geschäftsleute,37,299.6
1929,volksentscheid,37,299.6
1929,stadtarzt,37,299.6
1929,auflage,36,291.51
1929,zugesandt,36,291.51
1929,anzeigenpreis,36,291.51
1929,gelingen,36,291.51
1929,ungeheuer,36,291.51
1929,beweis,36,291.51
1929,scharf,36,291.51
1929,fremd,36,291.51
1929,verlassen,36,291.51
1929,kamp,36,291.51
1929,sitzung,36,291.51
1929,merken,36,291.51
1929,tief,36,291.51
1929,ortschaft,36,291.51
1929,gemeinde,36,291.51
1929,vornehmen,36,291.51
1929,kostenlos,36,291.51
1929,ergebnis,36,291.51
1929,paar,36,291.51
1929,oktober,36,291.51
1929,karl,36,291.51
1929,september,36,291.51
1929,vollständig,35,283.41
1929,einzelpreis,35,283.41
1929,wirklichkeit,35,283.41
1929,kapital,35,283.41
1929,steigen,35,283.41
1929,jetzig,35,283.41
1929,kümmern,35,283.41
1929,verurteilen,35,283.41
1929,entgegen,35,283.41
1929,nase,35,283.41
1929,vertrag,35,283.41
1929,direkt,35,283.41
1929,bekanntmachung,35,283.41
1929,gewaltig,35,283.41
1929,offen,35,283.41
1929,verantwortlich,35,283.41
1929,dunkel,35,283.41
1929,restlos,35,283.41
1929,erfahrung,35,283.41
1929,ergeben,35,283.41
1929,deutlich,35,283.41
1929,verdienst,35,283.41
1929,teuer,35,283.41
1929,behauptung,35,283.41
1929,hoffen,35,283.41
1929,laut,35,283.41
1929,großestraße,35,283.41
1929,sklarek,35,283.41
1929,reklamen,34,275.31
1929,obwohl,34,275.31
1929,sämtlich,34,275.31
1929,mitteilung,34,275.31
1929,ursache,34,275.31
1929,bramsche,34,275.31
1929,entwicklung,34,275.31
1929,industrie,34,275.31
1929,reklame,34,275.31
1929,siedlung,34,275.31
1929,möbel,34,275.31
1929,regierungsrat,34,275.31
1929,intendant,34,275.31
1929,vater,34,275.31
1929,wähler,34,275.31
1929,unverlangt,33,267.22
1929,einrichtung,33,267.22
1929,revolution,33,267.22
1929,politik,33,267.22
1929,genügend,33,267.22
1929,decken,33,267.22
1929,betrachten,33,267.22
1929,gewinnen,33,267.22
1929,laufen,33,267.22
1929,unterstützen,33,267.22
1929,anzahl,33,267.22
1929,weniger,33,267.22
1929,teilweise,33,267.22
1929,kredit,33,267.22
1929,genügen,33,267.22
1929,beseitigen,33,267.22
1929,hinaus,33,267.22
1929,niedrig,33,267.22
1929,schützen,33,267.22
1929,auswärtig,33,267.22
1929,inserieren,33,267.22
1929,passieren,33,267.22
1929,doktor,33,267.22
1929,fahne,33,267.22
1929,antworten,33,267.22
1929,weder,32,259.12
1929,entsprechend,32,259.12
1929,heißen,32,259.12
1929,unabhängig,32,259.12
1929,verbieten,32,259.12
1929,finanzminister,32,259.12
1929,ausdruck,32,259.12
1929,gericht,32,259.12
1929,summe,32,259.12
1929,essen,32,259.12
1929,liebscher,32,259.12
1929,amtlich,32,259.12
1929,verhandlung,32,259.12
1929,wirklich,32,259.12
1929,buchhandlung,32,259.12
1929,elend,32,259.12
1929,versammlung,32,259.12
1929,fertig,32,259.12
1929,ausführen,32,259.12
1929,sofas,32,259.12
1929,aufnehmen,32,259.12
1929,wundern,32,259.12
1929,wunder,32,259.12
1929,sohn,32,259.12
1929,salvarsan,32,259.12
1929,regierungspräsident,32,259.12
1929,wunderlich,32,259.12
1929,richter,31,251.02
1929,vorzüglich,31,251.02
1929,schicken,31,251.02
1929,überzeugen,31,251.02
1929,betrieb,31,251.02
1929,höhe,31,251.02
1929,erwarten,31,251.02
1929,straßenbahn,31,251.02
1929,verfahren,31,251.02
1929,mädchen,31,251.02
1929,schwarz,31,251.02
1929,sonnenschein,31,251.02
1929,kaufmann,31,251.02
1929,reichsmark,31,251.02
1929,interessant,31,251.02
1929,verbrechen,31,251.02
1929,sachverständige,31,251.02
1929,soweit,31,251.02
1929,solange,31,251.02
1929,vierteljährlich,30,242.92
1929,feiern,30,242.92
1929,arbeiterschaft,30,242.92
1929,vielfach,30,242.92
1929,inhalt,30,242.92
1929,kunst,30,242.92
1929,wissenschaft,30,242.92
1929,möchten,30,242.92
1929,vorkommen,30,242.92
1929,gefühl,30,242.92
1929,heilig,30,242.92
1929,bewegung,30,242.92
1929,zins,30,242.92
1929,schwindel,30,242.92
1929,schwierigkeit,30,242.92
1929,lernen,30,242.92
1929,grenze,30,242.92
1929,gegenteil,30,242.92
1929,laden,30,242.92
1929,stand,30,242.92
1929,fein,30,242.92
1929,prominent,30,242.92
1929,reichlich,30,242.92
1929,punkt,30,242.92
1929,fremde,30,242.92
1929,scheidemann,30,242.92
1929,mutter,30,242.92
1929,augenblick,30,242.92
1929,inzwischen,30,242.92
1929,arbeitslose,30,242.92
1929,dauernd,30,242.92
1929,fräulein,30,242.92
1929,verständnis,30,242.92
1929,teufel,30,242.92
1929,ausländisch,30,242.92
1929,farbe,30,242.92
1929,machen,30,242.92
1929,fassen,30,242.92
1929,grewe,30,242.92
1929,klüngel,29,234.83
1929,seele,29,234.83
1929,innerhalb,29,234.83
1929,anspruch,29,234.83
1929,erhöhen,29,234.83
1929,melden,29,234.83
1929,amerikanisch,29,234.83
1929,traurig,29,234.83
1929,ruhe,29,234.83
1929,innerer,29,234.83
1929,könig,29,234.83
1929,wilhelm,29,234.83
1929,lachen,29,234.83
1929,post,29,234.83
1929,leiter,29,234.83
1929,einst,29,234.83
1929,sauber,29,234.83
1929,fränkisch,29,234.83
1929,berücksichtigen,29,234.83
1929,erzählen,29,234.83
1929,garantieren,29,234.83
1929,gold,29,234.83
1929,pension,29,234.83
1929,nacht,29,234.83
1929,ehrlich,29,234.83
1929,absolut,29,234.83
1929,wunsch,29,234.83
1929,nochmals,29,234.83
1929,methode,29,234.83
1929,nutzen,29,234.83
1929,wohnungsamt,29,234.83
1929,text,28,226.73
1929,bedürfen,28,226.73
1929,natur,28,226.73
1929,still,28,226.73
1929,verhalten,28,226.73
1929,blut,28,226.73
1929,volkspartei,28,226.73
1929,zentrum,28,226.73
1929,unerhört,28,226.73
1929,druck,28,226.73
1929,last,28,226.73
1929,aufbringen,28,226.73
1929,verzichten,28,226.73
1929,treffen,28,226.73
1929,paris,28,226.73
1929,opfer,28,226.73
1929,bewußt,28,226.73
1929,elstermann,28,226.73
1929,ueber,28,226.73
1929,fahrrad,28,226.73
1929,achtung,28,226.73
1929,reformhaus,28,226.73
1929,schenken,28,226.73
1929,erkenntnis,28,226.73
1929,beleidigung,28,226.73
1929,klein,28,226.73
1929,enthalten,28,226.73
1929,hamburg,28,226.73
1929,körper,28,226.73
1929,oeffentlichkeit,28,226.73
1929,existenz,28,226.73
1929,sicherheit,28,226.73
1929,jahrhundert,28,226.73
1929,abonnent,28,226.73
1929,bestellen,28,226.73
1929,bereit,28,226.73
1929,paul,28,226.73
1929,sittlich,28,226.73
1929,gründlich,28,226.73
1929,rasse,28,226.73
1929,lehrling,28,226.73
1929,meierhof,28,226.73
1929,sonstig,27,218.63
1929,jawohl,27,218.63
1929,absicht,27,218.63
1929,grundlage,27,218.63
1929,staatlich,27,218.63
1929,hoffnung,27,218.63
1929,stecken,27,218.63
1929,benutzen,27,218.63
1929,hart,27,218.63
1929,veröffentlicht,27,218.63
1929,gewöhnlich,27,218.63
1929,franz,27,218.63
1929,buerschestraße,27,218.63
1929,bezw,27,218.63
1929,angst,27,218.63
1929,auffassung,27,218.63
1929,jugend,27,218.63
1929,beispiel,27,218.63
1929,ausgerechnet,27,218.63
1929,offenbar,27,218.63
1929,küche,27,218.63
1929,heilkräuterbuch,27,218.63
1929,rücksichtslos,27,218.63
1929,mitarbeiter,27,218.63
1929,drücken,27,218.63
1929,geschlechtskrankheit,27,218.63
1929,meist,27,218.63
1929,heilen,27,218.63
1929,nationalsozialistisch,27,218.63
1929,bloß,26,210.53
1929,professor,26,210.53
1929,wirkung,26,210.53
1929,dienst,26,210.53
1929,empfinden,26,210.53
1929,mehrheit,26,210.53
1929,idee,26,210.53
1929,lüge,26,210.53
1929,standpunkt,26,210.53
1929,klage,26,210.53
1929,anerkennen,26,210.53
1929,minute,26,210.53
1929,selten,26,210.53
1929,fangen,26,210.53
1929,hundert,26,210.53
1929,rücken,26,210.53
1929,freundlich,26,210.53
1929,verkehr,26,210.53
1929,schriftleitung,26,210.53
1929,schubert,26,210.53
1929,verbindung,26,210.53
1929,tante,26,210.53
1929,vorwärts,26,210.53
1929,remarque,26,210.53
1929,tageszeitung,26,210.53
1929,mindestens,26,210.53
1929,tätigkeit,26,210.53
1929,bestellung,26,210.53
1929,verschaffen,26,210.53
1929,heim,26,210.53
1929,gebraucht,26,210.53
1929,ausgeben,26,210.53
1929,zeile,26,210.53
1929,lippmann,26,210.53
1929,englisch,26,210.53
1929,bedeutend,26,210.53
1929,spät,26,210.53
1929,köln,26,210.53
1929,vorher,26,210.53
1929,maßnahme,26,210.53
1929,mond,26,210.53
1929,fenster,25,202.44
1929,verfassung,25,202.44
1929,kundgebung,25,202.44
1929,breit,25,202.44
1929,himmel,25,202.44
1929,wehren,25,202.44
1929,echt,25,202.44
1929,möglichst,25,202.44
1929,schutz,25,202.44
1929,arbeitslosigkeit,25,202.44
1929,angriff,25,202.44
1929,ware,25,202.44
1929,herrlich,25,202.44
1929,juni,25,202.44
1929,hälfte,25,202.44
1929,begriff,25,202.44
1929,unglaublich,25,202.44
1929,vorteil,25,202.44
1929,holen,25,202.44
1929,unangenehm,25,202.44
1929,zeichnen,25,202.44
1929,erwähnen,25,202.44
1929,ehemalig,25,202.44
1929,menge,25,202.44
1929,abend,25,202.44
1929,senator,25,202.44
1929,vorgehen,25,202.44
1929,klasse,25,202.44
1929,untersuchung,25,202.44
1929,beziehung,25,202.44
1929,anfertigung,25,202.44
1929,sieg,25,202.44
1929,junge,25,202.44
1929,eiche,25,202.44
1929,pleite,24,194.34
1929,längst,24,194.34
1929,rest,24,194.34
1929,april,24,194.34
1929,absehen,24,194.34
1929,landwirtschaft,24,194.34
1929,einsetzen,24,194.34
1929,bisherig,24,194.34
1929,rente,24,194.34
1929,prozeß,24,194.34
1929,verhindern,24,194.34
1929,frisch,24,194.34
1929,auto,24,194.34
1929,leiten,24,194.34
1929,betrügen,24,194.34
1929,hypothek,24,194.34
1929,einkauf,24,194.34
1929,georgstraße,24,194.34
1929,emsland,24,194.34
1929,glück,24,194.34
1929,passen,24,194.34
1929,einkommen,24,194.34
1929,draußen,24,194.34
1929,ursiedlung,24,194.34
1929,kenntnis,24,194.34
1929,weisen,24,194.34
1929,ständig,24,194.34
1929,spitze,24,194.34
1929,gast,24,194.34
1929,inhaber,24,194.34
1929,stören,24,194.34
1929,gewissen,24,194.34
1929,aufklärung,24,194.34
1929,golden,24,194.34
1929,langsam,24,194.34
1929,lager,24,194.34
1929,bestehend,24,194.34
1929,tritt,23,186.24
1929,stolz,23,186.24
1929,vernünftig,23,186.24
1929,furchtbar,23,186.24
1929,judentum,23,186.24
1929,schüler,23,186.24
1929,treu,23,186.24
1929,geeignet,23,186.24
1929,erledigen,23,186.24
1929,gefallen,23,186.24
1929,bahn,23,186.24
1929,gegensatz,23,186.24
1929,führend,23,186.24
1929,gefährlich,23,186.24
1929,versuch,23,186.24
1929,immerhin,23,186.24
1929,kirche,23,186.24
1929,staatsanwalt,23,186.24
1929,verwaltung,23,186.24
1929,dulden,23,186.24
1929,weshalb,23,186.24
1929,ärztlich,23,186.24
1929,schulte,23,186.24
1929,material,23,186.24
1929,frieden,23,186.24
1929,gesinnung,23,186.24
1929,hund,23,186.24
1929,haufensiedlung,23,186.24
1929,krankenkasse,23,186.24
1929,werkstatt,23,186.24
1929,cohn,23,186.24
1929,mangelhaft,23,186.24
1929,wobei,23,186.24
1929,modern,23,186.24
1929,ideal,23,186.24
1929,kürzlich,23,186.24
1929,tüchtig,23,186.24
1929,ende,23,186.24
1929,energisch,23,186.24
1929,grün,23,186.24
1929,bestrafen,23,186.24
1929,kasse,23,186.24
1929,praktisch,23,186.24
1929,generation,23,186.24
1929,hinweisen,23,186.24
1929,jahr,23,186.24
1929,sorte,23,186.24
1929,berechnung,23,186.24
1929,ziemlich,22,178.14
1929,gerne,22,178.14
1929,schreien,22,178.14
1929,defizit,22,178.14
1929,hervor,22,178.14
1929,bereiten,22,178.14
1929,lauten,22,178.14
1929,beratung,22,178.14
1929,milch,22,178.14
1929,bemerken,22,178.14
1929,notwendigkeit,22,178.14
1929,ewig,22,178.14
1929,angabe,22,178.14
1929,nett,22,178.14
1929,besuch,22,178.14
1929,goldschmidt,22,178.14
1929,leitung,22,178.14
1929,gelangen,22,178.14
1929,lehrer,22,178.14
1929,befreien,22,178.14
1929,wiederholen,22,178.14
1929,anwendung,22,178.14
1929,getränk,22,178.14
1929,erfassen,22,178.14
1929,darstellen,22,178.14
1929,beschließen,22,178.14
1929,überflüssig,22,178.14
1929,hängen,22,178.14
1929,neumarkt,22,178.14
1929,schinkel,22,178.14
1929,satz,22,178.14
1929,gesundheit,22,178.14
1929,reiche,22,178.14
1929,äußerst,22,178.14
1929,besitz,22,178.14
1929,wieviel,22,178.14
1929,entsprechen,22,178.14
1929,verfasser,22,178.14
1929,bedingung,22,178.14
1929,kommission,22,178.14
1929,garantie,22,178.14
1929,weit,22,178.14
1929,gelde,22,178.14
1929,verehrt,22,178.14
1929,impfung,22,178.14
