jahr,dateiname,anker,begriffe,zitat
1931,33. Ausgabe 1931.txt,jüdischen,zins,"uns befreien müssen vom Fluch des Goldes, immer mehr Allgemeingut unseres Volkes werden. Nur dann werden wir uns von der jüdischen Zinsknechtschaft befreien können und uns eine Währung schaffen, frei vom Golde, mit dem der Jude die Welt beherrscht, und zum"
1931,33. Ausgabe 1931.txt,Jude,zins,"werden wir uns von der jüdischen Zinsknechtschaft befreien können und uns eine Währung schaffen, frei vom Golde, mit dem der Jude die Welt beherrscht, und zum Vorteil des deutschen Volkes und seiner nationalen Wirtschaft. Heinrich Dolle in Ostpreußen Heinrich Dolle, der"
1930,34. Ausgabe 1930.txt,jüdischer,geschäft,"den Inhabern der betr. Firma freundschaftlich, nicht nur geschäftlich, unterhalten. Den Namen verschweigen wir noch, damit man uns nicht wieder jüdischer Hetze bezichtigt. Oberveterinärrat Dr. Timmersmann hat hundertfach Gelegenheit, der Firma das Handwerk zu legen, dafür zu sorgen, daß derartige Geschäfte"
1930,34. Ausgabe 1930.txt,jüdischen,kapital,"scharf Front macht, ist das auf unreelle Weise, zum Schaden des ganzen Volkes sich auswirkende, unproduktive Leihkapital, wie es die jüdischen internationalen Weltbanken steuerfrei aufspeichern. Dieses Fron-Kapital verkriecht sich heute hinter den römischen Eigentumsgrundsatz, der „Eigentum“ selbst dann schützt, wenn es"
1930,34. Ausgabe 1930.txt,Judengeschäft,geschäft,"Bettlaken, Handtuchstoffe. Günstige Gelegenheit zum Einkauf von Aussteuern. Dies ist ein christliches Geschäft. ● Emil Schönfeld – Großestr. ist ein Judengeschäft. ● L. Heymann – Hasestr. ist ein Judengeschäft. ● S. Wertheim – Großestr. ist ein Judengeschäft. ● Hugo Mosbach –"
1930,34. Ausgabe 1930.txt,Judengeschäft,geschäft,Dies ist ein christliches Geschäft. ● Emil Schönfeld – Großestr. ist ein Judengeschäft. ● L. Heymann – Hasestr. ist ein Judengeschäft. ● S. Wertheim – Großestr. ist ein Judengeschäft. ● Hugo Mosbach – Großestr. ist ein Judengeschäft. ● Markus & Co.
1930,34. Ausgabe 1930.txt,Judengeschäft,geschäft,"Krahnstr. ist ein Judengeschäft. ● Alsberg & Co. – Großestr. ist ein Judengeschäft. ● Ph. Philipp – Großestr. ist ein Judengeschäft. ● Otto Loeb – Johannisstr. ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 1. ist ein christliches Geschäft. ● Heinr. Welp,"
1930,34. Ausgabe 1930.txt,Judengeschäft,geschäft,"– Großestr. ist ein Judengeschäft. ● Ph. Philipp – Großestr. ist ein Judengeschäft. ● Otto Loeb – Johannisstr. ist ein Judengeschäft. ● Mantelhaus Strodthoff, Wittekindstraße 1. ist ein christliches Geschäft. ● Heinr. Welp, Hasestraße 11-15. ist ein christliches Geschäft. ● W."
1930,35. Ausgabe 1930-1.txt,Juden,"geld, kaufen","heute in Massen für billiges Geld auf den Markt geworfen wird. Da sieht man Zeitschriften wie „Die Aufklärung“ von dem Juden Dr. Magnus Hirschfeld, „Figaro“, die von den obszönsten Illustrationen strotzen und die jedes Schulkind an Zeitungsständen kaufen kann, wenn es"
1930,35. Ausgabe 1930-1.txt,Juden,geschäft,"wie überall in der ganzen Welt das geschäftliche und politische Leben in ihre Hände gelenkt. Ebenso wie die Behauptung der Juden, sie seien Mitglieder des Volkes, unter dem sie wohnen, ist auch ihre Klage, sie seien durch die Zerstörung ihres jerusalemischen"
1930,35. Ausgabe 1930-1.txt,Juden,kaufen,"und Schwindel, berechnet auf die Übertoppelung der übrigen Völker. Aus der sogenannten babylonischen Gefangenschaft kehrten, als der Perserkönig Cyrus den Juden Palästina schenkte, kaum 50 000 jüdische Proletarier in die „Heimat“ zurück; die jüdischen Kaufherren, Händler und Wechsler blieben samt und"
1930,35. Ausgabe 1930-1.txt,jüdische,kaufen,"der übrigen Völker. Aus der sogenannten babylonischen Gefangenschaft kehrten, als der Perserkönig Cyrus den Juden Palästina schenkte, kaum 50 000 jüdische Proletarier in die „Heimat“ zurück; die jüdischen Kaufherren, Händler und Wechsler blieben samt und sonders in Mesopotamien und Persien sitzen!"
1930,35. Ausgabe 1930-1.txt,jüdischen,kaufen,"Gefangenschaft kehrten, als der Perserkönig Cyrus den Juden Palästina schenkte, kaum 50 000 jüdische Proletarier in die „Heimat“ zurück; die jüdischen Kaufherren, Händler und Wechsler blieben samt und sonders in Mesopotamien und Persien sitzen! „Ubi bene, ibi patria“ – wo es"
1930,35. Ausgabe 1930-1.txt,Juden,bank,"an dieser Stelle von der Aushebung der berüchtigten Mädchenhändler-Organisation „Zwi Migdal“ in Argentinien berichtet, deren Mitglieder fast durch die Bank Juden sind. Erkenntnisse eines SPD-Landrats „Krasser Egoismus, Materialismus und Parteifanatismus“ Der langjährige sozialdemokratische Landrat des Kreises Hannover-Linden, Dr. Scholz, hatte festgestellt,"
1930,36. Ausgabe 1930.txt,Jude,finanz,"Abkommen vorgesehenen Leistungen aushalten. Dieser „Wirtschaftspartei“ kommt es nicht darauf an, wie die Dinge sind, sondern wie der sozialdemokratische Finanzminister Jude Hilferding, von Beruf Arzt, sie ansieht. Die Wirtschaftspartei vertraut in Ansehung der Wirtschaftsbelange des Deutschen Volkes auf die jüdisch-sozialdemokratischen Augen"
1930,36. Ausgabe 1930.txt,Juden,geld,"ein Jude die Schlüssel zur Garderobe und zur Rolle des ganzen Hauses führt, ein Departement oder Kommissariat, in welchem die Juden die Hauptgeschäfte treiben, eine Universität, auf welcher Juden als Mäkler und Geldverleiher der Studierenden geduldet werden: das sind ausgezeichnete Pontinische"
1930,36. Ausgabe 1930.txt,Juden,geld,"Rolle des ganzen Hauses führt, ein Departement oder Kommissariat, in welchem die Juden die Hauptgeschäfte treiben, eine Universität, auf welcher Juden als Mäkler und Geldverleiher der Studierenden geduldet werden: das sind ausgezeichnete Pontinische Sümpfe, denen nach dem alten Sprichwort: wo ein"
1930,36. Ausgabe 1930.txt,Juden,finanz,"dafür wäre allerdings, daß auch das Iburger Auto an der Straßenbahn-Endstation in Magni hält. Preisrätsel Es gibt in Osnabrück einen Juden, dessen Frau dauernd Eingriffe in die Kasse machte, um die entwendeten Beträge dem Finanzamt zu entziehen. Der Kassiererin wurde, um"
1930,36. Ausgabe 1930.txt,Juden,geschäft,"reißende Wölfe sind“. Dreimal: „Pfui Teufel“ jenen, die in bitterernsten Abhandlungen Gemeinheiten und Sinnenkitzel finden. Mein ehemaliger langjähriger Umgang mit Juden aller Kategorien, dem ich geschäftlich nicht ausweichen konnte, bestätigt mir die unverblümte Wahrheit Ihres auszugsweisen Artikels der Judenfibel. Wir, für"
1930,36. Ausgabe 1930.txt,Judengeschäft,geschäft,"Th. Mittelberg, Osnabrück, Mellerstraße 95. Fernruf 2283. Spezialfirma für Zentral-Heizung. Anzeigen zur Geschäftswelt (Gegenüberstellung Jüdisch/Christlich): ● Großestr. 1 ist ein Judengeschäft. / Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Hugo Mosbach, Großestr. ist ein Judengeschäft. / Finkenstädt-Breusing nebenan ist ein christliches"
1930,36. Ausgabe 1930.txt,Judengeschäft,geschäft,"Jüdisch/Christlich): ● Großestr. 1 ist ein Judengeschäft. / Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Hugo Mosbach, Großestr. ist ein Judengeschäft. / Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Alsberg & Co., Großestr. ist ein Judengeschäft. / Dehne & Sopp nebenan,"
1930,36. Ausgabe 1930.txt,Judengeschäft,geschäft,"Hugo Mosbach, Großestr. ist ein Judengeschäft. / Finkenstädt-Breusing nebenan ist ein christliches Geschäft. ● Alsberg & Co., Großestr. ist ein Judengeschäft. / Dehne & Sopp nebenan, Große Straße 24/25, ist ein christliches Geschäft. ● Otto Loeb, Johannisstr. ist ein Judengeschäft. /"
1930,36. Ausgabe 1930.txt,Judengeschäft,geschäft,"ein Judengeschäft. / Dehne & Sopp nebenan, Große Straße 24/25, ist ein christliches Geschäft. ● Otto Loeb, Johannisstr. ist ein Judengeschäft. / Karoline Tweer, Johannisstraße 35, ist ein christliches Geschäft. ● S. Wertheim, Großestr. ist ein Judengeschäft. / W. Becker, Herrenteichstr."
1930,36. Ausgabe 1930.txt,Judengeschäft,geschäft,"Loeb, Johannisstr. ist ein Judengeschäft. / Karoline Tweer, Johannisstraße 35, ist ein christliches Geschäft. ● S. Wertheim, Großestr. ist ein Judengeschäft. / W. Becker, Herrenteichstr. 9/10 - Rosenplatz, ist ein christliches Geschäft. Private Näh- und Zuschneidekurse erteilt für sämtliche Damengarderobe, sowie"
1930,36. Ausgabe 1930.txt,Jüdische,"geschäft, kaufen","u. freiwerdender Wohnung gegen bar per bald zu kaufen gesucht. Schriftl. Angebote unter Nr. 154 an die Geschäftsstelle des „Stadt-Wächter“. Jüdische Verlustliste! Demnächst erscheinen unter dieser Rubrik die Namen derjenigen jüdischen Firmen, die seit Erscheinen des Stadt-Wächters Pleite gemacht haben oder"
1930,36. Ausgabe 1930.txt,jüdischen,geschäft,"Schriftl. Angebote unter Nr. 154 an die Geschäftsstelle des „Stadt-Wächter“. Jüdische Verlustliste! Demnächst erscheinen unter dieser Rubrik die Namen derjenigen jüdischen Firmen, die seit Erscheinen des Stadt-Wächters Pleite gemacht haben oder aus Osnabrück ausgewandert sind. Autoruf 3404 H. Fiege, Goldstr. 21."
1930,36. Ausgabe 1930.txt,jüdischen,"kapital, finanz","Während der politische Seismograph nicht mehr zur Ruhe kommt und eine Wirtschaftskatastrophe sich vorbereitet, während die Finanzämter, die Trutzburgen des jüdischen Kapitals, die Bauern von Haus und Hof zu vertreiben drohen, während das jetzige System in den letzten Zügen liegt, sind"
1930,36. Ausgabe 1930.txt,jüdischen,kapital,"Einigkeit an sich an, sondern darauf, auf was wir uns einigen. Jetzt aber sollen wir darauf geeinigt werden, Lohnsklaven des jüdischen Kapitalismus zu werden, soweit wir es noch nicht sind. Wir hören von allen Seiten immer vom internationalen Judentum. Was ist"
1930,36. Ausgabe 1930.txt,jüdischen,kapital,"denkt. Denn dort verkörpert das Wort „Judentum“ den Begriff der Linkregiering, die weiter nichts ist als Politik im Dienste des jüdischen Kapitals. Umso erstaunlicher ist es, daß gerade in den Kreisen, die dem Judentum feindlich gegenüberstehen, internationales Kapital vorhanden ist. Das"
1930,36. Ausgabe 1930.txt,jüdischen,kapital,diese Fibeln stoßen und sagen: „Das ist ja kein Recht gewesen!“ Was wir wollen? Wir wollen die Diktatur des nationalen jüdischen Kapitals durch die Diktatur des deutschen Geistes brechen!“ (Reicher Applaus!) Das Schlußwort sprach dann Dr. Schierbaum Sie werden vielleicht noch
1930,37. Ausgabe 1930.txt,Juden,geschäft,zurückgesandt. Sprechstunden der Redaktion 12–1 u. 5–6 Uhr außer Donnerstag. Binnen 10 Tagen: Auf Befehl und zur höheren Ehre der Juden wandert der Stadt-Wächter ... ins Gefängnis! Stadt-Wächter Simoneit hat von der Geschäftsstelle des Landgerichts folgende Aufforderung erhalten: Geschäftsnummer: 222/30. In
1930,37. Ausgabe 1930.txt,Juden,kaufen,sobald die „Aktien“ alle verkauft sind. Und wer macht das? Herr Rosenhain (!) macht das! Zitat „Wir haben schon genug Juden im Lande und brauchen keine fremden.“ – Friedrich der Große. Zur Nachahmung empfohlen Bei der Beratung ihres Etats haben die
1930,38. Ausgabe 1930.txt,jüdische,wucher,wird auf diese Weise zu revolutionieren versucht: Freiübungen sind militärischer Drill in Deutschland; Schießübungen sind kultureller Aufbau in Sowjetrußland. „Die jüdische Nation geht seit Moses Zeiten ihrer ganzen Anlage nach auf Wucher und Erpressung aus. Die französische Regierung darf nicht mit
1930,39. Ausgabe 1930.txt,Juden,geld,"die Renten geschmälert. Dilettanten und Bonzen regieren mit Egoismus und Parteibuch und führen das deutsche Volk in den Abgrund. Die Juden halten alle Geldquellen in ihrer Hand und enteignen systematisch das gesamte deutsche Volk. Der Winter naht, ein Winter voller Finsternis."
1930,39. Ausgabe 1930.txt,jüdischen,geschäft,"Rumänien eingewanderten Rassegenossen mit Vorliebe nennt, fühlt sich frei in diesem Lande, das sich zu einem großen Teile bereits den jüdischen Materialismus, die jüdische Auffassung von Moral und Ehre zu eigen gemacht hat. Der jüdische Geschäftsmann beherrscht das Feld, die jüdische"
1930,39. Ausgabe 1930.txt,jüdische,geschäft,"mit Vorliebe nennt, fühlt sich frei in diesem Lande, das sich zu einem großen Teile bereits den jüdischen Materialismus, die jüdische Auffassung von Moral und Ehre zu eigen gemacht hat. Der jüdische Geschäftsmann beherrscht das Feld, die jüdische Hochfinanz diktiert die"
1930,39. Ausgabe 1930.txt,jüdische,geschäft,"zu einem großen Teile bereits den jüdischen Materialismus, die jüdische Auffassung von Moral und Ehre zu eigen gemacht hat. Der jüdische Geschäftsmann beherrscht das Feld, die jüdische Hochfinanz diktiert die Staatsgeschäfte, die jüdische oder verjudete Presse übt ihren Einfluß ungehindert aus."
1930,39. Ausgabe 1930.txt,jüdische,geschäft,"jüdischen Materialismus, die jüdische Auffassung von Moral und Ehre zu eigen gemacht hat. Der jüdische Geschäftsmann beherrscht das Feld, die jüdische Hochfinanz diktiert die Staatsgeschäfte, die jüdische oder verjudete Presse übt ihren Einfluß ungehindert aus. Das Theatergeschäft, die Filmindustrie sind fast"
1930,39. Ausgabe 1930.txt,jüdische,geschäft,"Moral und Ehre zu eigen gemacht hat. Der jüdische Geschäftsmann beherrscht das Feld, die jüdische Hochfinanz diktiert die Staatsgeschäfte, die jüdische oder verjudete Presse übt ihren Einfluß ungehindert aus. Das Theatergeschäft, die Filmindustrie sind fast ausschließlich im Besitz der Juden, die"
1930,39. Ausgabe 1930.txt,jüdischen,geschäft,"daß diese gesellschaftliche Voreingenommenheit einmal in einen wirtschaftlichen Antisemitismus ausarten kann, sowie der Yankee sich in seinem Geschäft von dem jüdischen Emporkömmling bedroht sieht. Ein Rassenvorurteil gegenüber dem Juden hat in Amerika nicht nur der Yankee und der Engländer, sondern auch"
1930,39. Ausgabe 1930.txt,Juden,geschäft,"Antisemitismus ausarten kann, sowie der Yankee sich in seinem Geschäft von dem jüdischen Emporkömmling bedroht sieht. Ein Rassenvorurteil gegenüber dem Juden hat in Amerika nicht nur der Yankee und der Engländer, sondern auch der Pole, nur der Deutsche hat es nicht;"
1930,39. Ausgabe 1930.txt,jüdischem,geschäft,"der Engländer, sondern auch der Pole, nur der Deutsche hat es nicht; das Deutschtum Amerikas steht im hohen Grade unter jüdischem Einfluß. Die jüdischen Geschäfte in den Großstädten haben eine ausschließlich deutsche Kundschaft; die sogenannten Führer des Deutschtums sind Juden und"
1930,39. Ausgabe 1930.txt,jüdischen,geschäft,"auch der Pole, nur der Deutsche hat es nicht; das Deutschtum Amerikas steht im hohen Grade unter jüdischem Einfluß. Die jüdischen Geschäfte in den Großstädten haben eine ausschließlich deutsche Kundschaft; die sogenannten Führer des Deutschtums sind Juden und Judengenossen. In seinem"
1930,39. Ausgabe 1930.txt,Juden,geschäft,unter jüdischem Einfluß. Die jüdischen Geschäfte in den Großstädten haben eine ausschließlich deutsche Kundschaft; die sogenannten Führer des Deutschtums sind Juden und Judengenossen. In seinem Haß gegen den Yankee ist der Jude heute auch wieder deutschfreundlich geworden; im Kriege allerdings gehörte
1930,39. Ausgabe 1930.txt,Juden,kaufen,"und das Volk lebt heute noch zum größten Teil in dem Wahn, daß Amerika, der große Schmelztiegel, auch aus dem Juden einen hundertprozentigen Amerikaner machen wird. Man schimpft auf Wallstreet, weil es Mode ist, verachtet den Juden aus Instinkt, und kauft"
1930,39. Ausgabe 1930.txt,Juden,kaufen,"Schmelztiegel, auch aus dem Juden einen hundertprozentigen Amerikaner machen wird. Man schimpft auf Wallstreet, weil es Mode ist, verachtet den Juden aus Instinkt, und kauft bei ihm, weil er billiger ist. Und doch glimmt ein Antisemitismus überall. Ford hat es nicht"
1930,39. Ausgabe 1930.txt,Jüdische,geschäft,"erteilt durch: Deutsche Wirtschaftshilfe, Geschäftsstelle: Schillerstraße 24 a. Alle Baulustigen erhalten sofort kostenlos und unverbindlich Rat und Auskunft! Mitarbeiter gesucht. Jüdische Verlust-Liste Seit Erscheinen des Stadt-Wächters sind folgende jüdische Firmen durch die Undankbarkeit der Osnabrücker Bürger und Landbevölkerung, die lieber in"
1930,39. Ausgabe 1930.txt,jüdische,"geschäft, kaufen","Alle Baulustigen erhalten sofort kostenlos und unverbindlich Rat und Auskunft! Mitarbeiter gesucht. Jüdische Verlust-Liste Seit Erscheinen des Stadt-Wächters sind folgende jüdische Firmen durch die Undankbarkeit der Osnabrücker Bürger und Landbevölkerung, die lieber in deutschen Geschäften kaufen, gezwungen gewesen, Pleite zu machen,"
1930,40. Ausgabe 1930.txt,Juden,"geschäft, kaufen","so außerordentlich beliebten „Getreide-, Industrie- und Kommissions A.-G.“ die beiden Republikaner Sinsohn und Hirsch sind! Welch eigenartiger Zufall! Wahrlich, die Juden „haben nichts zu lachen!“. Die beiden Juden begannen mit der ihnen eigenen Geschäftigkeit, Getreide zu kaufen und zu verkaufen, und"
1930,40. Ausgabe 1930.txt,Juden,"geschäft, kaufen","A.-G.“ die beiden Republikaner Sinsohn und Hirsch sind! Welch eigenartiger Zufall! Wahrlich, die Juden „haben nichts zu lachen!“. Die beiden Juden begannen mit der ihnen eigenen Geschäftigkeit, Getreide zu kaufen und zu verkaufen, und in beiden Fällen erhielten sie pro Tonne"
1930,41. Ausgabe 1930.txt,Juden,"geld, wucher","„Volkswohl“ Dortmund. Freie Arztwahl. Bezirks-Direktion Osnabrück, Martinistraße Nr. 103 a. „Ich kenne keine ärgere Pest für den Staat als die Juden, wegen der Kunst, durch Betrug, Wucher und Geldvertrag die Leute in den Bettelstand zu bringen... Mithin sind dieselben, soviel sein"
