Dateiname,Topic_ID,Wahrscheinlichkeit
OCR 34. 1929 Ausgabe.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 34. 1929 Ausgabe.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 34. 1929 Ausgabe.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 34. 1929 Ausgabe.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 34. 1929 Ausgabe.txt,tm-de-all-v2.0_tp85_de,0.027
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp15_de,0.045
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp89_de,0.045
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp58_de,0.045
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp26_de,0.027
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp11_de,0.027
OCR 35. 1929 Ausgabe .txt,tm-de-all-v2.0_tp85_de,0.027
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp15_de,0.045
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 36. 1929 Ausgabe.txt,tm-de-all-v2.0_tp85_de,0.027
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp15_de,0.045
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 4 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp85_de,0.027
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 4. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp15_de,0.045
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 5. 1929 komplett Stadtwächter.txt,tm-de-all-v2.0_tp85_de,0.027
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp15_de,0.045
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp89_de,0.045
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp58_de,0.045
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp26_de,0.027
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp11_de,0.027
OCR 9. 1929 korrekt.txt,tm-de-all-v2.0_tp85_de,0.027
