Dokument,Gruppe,Dominantes_Thema,Themenanteil,Thema_1,Thema_2,Thema_3,Thema_4,Thema_5,Thema_6,Thema_7,Thema_8
22. Ausgabe Stadtwächter OCR.txt,documents-export-2026-02-23(2),6,0.6459946894857254,0.000128601314537274,0.00012883173787490166,0.00012872338812234255,0.00012860131454484584,0.00012860131452618258,0.6459946894857254,0.00820442981408924,0.3451575216305797
23. Ausgabe Stadtwächter OCR.txt,documents-export-2026-02-23(2),6,0.6134176410887081,0.00016170818190794315,0.0001619869562053074,0.000161932754793678,0.00016170818192277173,0.00016170818189470507,0.6134176410887081,0.05101598825112026,0.3347573264034472
24. Ausgabe Stadtwächter OCR.txt,documents-export-2026-02-23(2),6,0.6053437303958121,9.384416705231492e-05,9.400678446847253e-05,9.39818749073427e-05,9.384416705824676e-05,9.384416704541728e-05,0.6053437303958121,0.049576104606000156,0.344610643837656
25. Ausgabe Stadtwächter OCR.txt,documents-export-2026-02-23(2),6,0.5584625068208467,0.000137061871500002,0.021708790293250693,0.00013726221285481572,0.00013706187151015404,0.00013706187149269467,0.5584625068208467,0.07029577589564545,0.34898447916289943
6. Korrekt OCR.txt,documents-export-2026-02-23(2),6,0.93327990311099,6.656039536865069e-05,6.666777766881502e-05,6.664990393878207e-05,6.656039537264088e-05,6.656039536497416e-05,0.93327990311099,6.66650858269655e-05,0.06632043293546921
OCR 1. komplett Stadtwächter.txt,documents-export-2026-02-23(2),6,0.9448657570858929,6.603298382661912e-05,6.615018360666078e-05,6.612856668818238e-05,6.603298382921853e-05,6.603298382173347e-05,0.9448657570858929,6.615596957861972e-05,0.054737709242756026
OCR 10 Ausgabe.txt,documents-export-2026-02-23(2),6,0.9802306641396835,6.466654991558233e-05,6.477251177319953e-05,6.474650122743535e-05,6.466654991999738e-05,6.466654991458068e-05,0.9802306641396835,0.019381027663467235,6.47895340984171e-05
OCR 11 komplett.txt,documents-export-2026-02-23(2),6,0.9023105674059863,6.16981350125157e-05,6.179493878935275e-05,6.175910563726778e-05,6.16981350174349e-05,6.169813500949662e-05,0.9023105674059863,6.181079048271393e-05,0.09731897335406497
OCR 12 korrekt.txt,documents-export-2026-02-23(2),6,0.9404076768102195,6.329135850736294e-05,6.340085206265559e-05,6.334261035598201e-05,6.329135851232955e-05,6.329135850367996e-05,0.9404076768102195,0.00657202064959133,0.05270368500224705
OCR 13 Korrekt.txt,documents-export-2026-02-23(2),6,0.945003816208614,6.351648497977427e-05,0.011571064988957122,6.360306139015916e-05,6.351648498182734e-05,6.351648497650034e-05,0.945003816208614,6.36372129062859e-05,0.04310732907319438
OCR 14 korrekt.txt,documents-export-2026-02-23(2),6,0.8693518713192457,7.163349572455643e-05,7.175190505384513e-05,7.170046212576387e-05,7.163349572961266e-05,7.16334957213969e-05,0.8693518713192457,7.177328354216012e-05,0.13021800254285695
OCR 15 korrekt.txt,documents-export-2026-02-23(2),6,0.8447690389371088,7.327108067323057e-05,7.340403575102537e-05,7.335262306657922e-05,7.32710806779756e-05,7.327108067026574e-05,0.8447690389371088,0.05115041244713306,0.1037139787149191
OCR 17. Ausgabe korrekt.txt,documents-export-2026-02-23(2),6,0.8608294140383552,6.200418267119861e-05,6.208851805595375e-05,6.205103184772916e-05,6.20041826754115e-05,6.200418266658569e-05,0.8608294140383552,0.026373850164380874,0.112486583699347
OCR 18. Ausgabe korrekt.txt,documents-export-2026-02-23(2),6,0.7794105622567354,6.797197099200077e-05,6.807920533624898e-05,6.805316951739317e-05,6.79719709947964e-05,6.797197098694653e-05,0.7794105622567354,0.05189622692972662,0.16835316252571061
OCR 19. Ausgabe korrekt.txt,documents-export-2026-02-23(2),6,0.8381619793007742,6.015420161371371e-05,6.025499043694032e-05,6.02036077887674e-05,6.015420161828481e-05,6.015420161101128e-05,0.8381619793007742,0.040398351131939216,0.12113874836421809
OCR 2 Ausgabe Stadtwächter.txt,documents-export-2026-02-23(2),6,0.9200558585477204,7.151054492548085e-05,7.162263083851295e-05,7.156839674598207e-05,7.151054492823117e-05,7.1510544921173e-05,0.9200558585477204,0.016852568973250413,0.06273384981666981
OCR 26. Ausgabe Stadtwächter-1.txt,documents-export-2026-02-23(2),6,0.6397918721700135,0.000145858142973403,0.00014614174151286353,0.00014601367705096706,0.00014585814298843081,0.00014585814296402634,0.6397918721700135,0.00014613047337185857,0.3593322675091249
OCR 27. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),6,0.44809512207530616,0.00015625057666634947,0.00015653119265040435,0.00015634888154234918,0.00015625057667918344,0.0001562505766557204,0.44809512207530616,0.14880988235838555,0.4023133637621143
OCR 28. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),6,0.5352393984410675,0.00014400975089972408,0.00014429497671667252,0.00014425751420738778,0.00014400975091248577,0.00014400975089582036,0.5352393984410675,0.09688170615351667,0.3671583136617839
OCR 29. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),6,0.46359991210039786,0.0001472325856306274,0.0001475129660731147,0.00014741510527711173,0.00014723258563992166,0.00014723258562482504,0.46359991210039786,0.16784981813833824,0.36781364393301835
OCR 3 komplett Stadtwächter.txt,documents-export-2026-02-23(2),6,0.9678216547617959,7.233821846222208e-05,7.244894092794933e-05,7.241904215378132e-05,7.233821846584661e-05,7.233821845810451e-05,0.9678216547617959,7.246061727285542e-05,0.03174400198246321
OCR 30. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),8,0.6015171842666974,0.00013269687479472726,0.00013295675257202785,0.00013278391321450622,0.00013269687480630302,0.00013269687479320206,0.23807276198712526,0.15974622245599662,0.6015171842666974
OCR 31. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),8,0.8131809747125275,0.00020391571683071966,0.0002042350904902497,0.00020411898658976704,0.00020391571683961462,0.00020391571681806675,0.0002042321736904457,0.18559469188621378,0.8131809747125275
OCR 32. Ausgabe Stadtwächter_001-1.txt,documents-export-2026-02-23(2),8,0.9085754695343816,0.00010766607864175161,0.00010781618681924375,0.0001077970357615975,0.00010766607864594888,0.00010766607863827738,0.00010782231060410794,0.09077809669650751,0.9085754695343816
OCR 33. Ausgabe Stadtwächter-1.txt,documents-export-2026-02-23(2),7,0.9993903656122312,8.704747335156142e-05,8.71292417611337e-05,8.708985127304631e-05,8.70474733555932e-05,8.704747334744517e-05,8.712796394860298e-05,0.9993903656122312,8.714491073143636e-05
OCR 34. Ausgabe Stadtwächter-1.txt,documents-export-2026-02-23(2),3,0.9932686809259426,0.0009615386326275266,0.0009616743720347128,0.9932686809259426,0.0009615386326339864,0.0009615386326236186,0.0009616597280233413,0.0009616852653136032,0.0009616838108007227
OCR 35. Ausgabe Stadtwächter-1.txt,documents-export-2026-02-23(2),7,0.9995657416648418,6.200405567826518e-05,6.207764965668379e-05,6.203844121700352e-05,6.200405568014069e-05,6.200405567581613e-05,6.206299410839709e-05,0.9995657416648418,6.206708314186045e-05
OCR 36. Ausgabe Stadtwächter-1.txt,documents-export-2026-02-23(2),2,0.9991977251519574,0.00011457386762996698,0.9991977251519574,0.00011461425664557568,0.00011457386763280896,0.00011457386762740059,0.00011463649815855909,0.00011466041692322887,0.00011464207342505188
OCR 4 komplett Stadtwächter.txt,documents-export-2026-02-23(2),6,0.9995526135288292,6.387341939198741e-05,6.394895296546456e-05,6.391614389698782e-05,6.387341939448163e-05,6.387341938913764e-05,0.9995526135288292,6.39474946321276e-05,6.395362150062271e-05
OCR 5. komplett Stadtwächter.txt,documents-export-2026-02-23(2),6,0.9995212843407247,6.83435140569839e-05,6.842681589794881e-05,6.839220166286165e-05,6.834351405981835e-05,6.834351405427058e-05,0.9995212843407247,6.842301858284293e-05,6.84430809606345e-05
OCR 9. korrekt.txt,documents-export-2026-02-23(2),6,0.9995105541471933,6.987160054052326e-05,6.996336486830349e-05,6.99171700955065e-05,6.987160054409534e-05,6.987160053808638e-05,0.9995105541471933,6.99872654276095e-05,6.996325079264889e-05
OCR 16. Ausgabe Stadtwächter.txt,documents-export-2026-02-23(3),8,0.9985211365312722,0.00021114900166668743,0.00021135447656898243,0.00021142797846396727,0.0002111490017163173,0.00021114900166324435,0.00021128653960526757,0.00021134746904332067,0.9985211365312722
OCR 7. Ausgabe Stadtwächter.txt,documents-export-2026-02-23(3),8,0.9989297755067262,0.00015281200459247912,0.00015293620477986958,0.00015295048010135242,0.00015281200460631877,0.00015281200458847362,0.00015293717053736097,0.00015296462406777267,0.9989297755067262
OCR 04. Ausgabe 1930.txt,documents-export-2026-02-23(4),8,0.9994513286796477,7.832099726087109e-05,7.844157471648586e-05,7.837281705932154e-05,7.832099726430707e-05,7.83209972565664e-05,7.845046645327688e-05,7.844347034142279e-05,0.9994513286796477
OCR 06. Ausgabe 1930-2.txt,documents-export-2026-02-23(4),8,0.8426488124529123,0.00030940671605827656,0.0003097981856663406,0.00030958507536304916,0.00030940671607027385,0.0003094067160419826,0.0003098355005443803,0.1554937486373432,0.8426488124529123
OCR 08. Ausgabe 1930-2.txt,documents-export-2026-02-23(4),8,0.999571164893963,6.121464944266875e-05,6.129600929402856e-05,6.126676413449555e-05,6.121464944562059e-05,6.121464943893411e-05,6.132233492978658e-05,6.130604935137977e-05,0.999571164893963
OCR 12. Ausgabe 1930-1.txt,documents-export-2026-02-23(4),8,0.9995645487105485,6.215829499249678e-05,6.225142484968726e-05,6.220777443480719e-05,6.215829499494568e-05,6.215829498882952e-05,6.227089970171729e-05,6.224630548904111e-05,0.9995645487105485
